bnf_code,bnf_name,items
0503021C0AAAEAE,Aciclovir 800mg dispersible tablets,15528
23804808016,ConvaTec Silesse Sting Free skin barrier wipes,6400
1202020P0BBACAA,Otrivine Child nasal drops,556
0407020A0BJAAAW,Abstral 100microgram sublingual tablets,3100
21270001084,Haddenham Star Cotton class 1 (18-21mmHg) thigh length closed toe with grip top extra wide,91
23803458006,Pelican Protect Plus non-sting barrier film wipes,3653
23355603816,"Welland FreeStyle Vie flushable colostomy bag with Dual Carb filter, large 35mm",295
0303030B0AAAAAA,Roflumilast 500microgram tablets,6680
21010900527,Unilet Eco lancets sterile single use 0.375mm/28gauge,7851
21012200131,CliniFix catheter tube holder 140mm x 40mm,1942
23600706278,Nova 1 EasiFold ileostomy bag with filter opaque 30-60mm,1149
090607000BBLHA0,Wellkid Smart chewable tablets,548
040201060BBAKAQ,Zyprexa 20mg tablets,560
1303000N0AAABAB,Lidocaine 2% cream,10696
1001010R0AAABAB,Piroxicam 20mg capsules,4687
1001030C0AABKBK,Hydroxychloroquine 200mg/5ml oral suspension,292
0205052P0BBAAAA,Cozaar-Comp 50mg/12.5mg tablets,1666
1104020M0BBAAAA,Alomide 0.1% eye drops,2934
1001030U0AABWBW,Methotrexate 20mg/0.4ml inj pre-filled disposable devices,13972
020400040BBAAAA,Tenoret 50mg/12.5mg tablets,2016
1001010J0AABNBN,Ibuprofen 200mg orodispersible tablets sugar free,4292
21020001560,Prosys all silicone open ended catheter male 12Ch-18Ch,2079
23353353698,"Option hydrocolloid low profile soft convex colostomy bag with filter, plus 47mm plateau 20-47mm",309
0408010AEBFACAC,Axalid 75mg capsules,694
090402000BBUUA0,Survimed OPD HN liquid,1011
21020001250,LoFric Primo catheter female non PVC 8Ch-14Ch,1546
0601023AEBBAAAA,Trajenta 5mg tablets,8042
20030900198,Allevyn Life dressing 21cm x 21cm,1465
20100000593,Hypafix tape 15cm,993
0402010ABBJACAW,Mintreleq XL 200mg tablets,2649
23603056309,UltraMax convex ileostomy bag with filter and split cover starter hole,33
0301011X0BBABAB,Onbrez Breezhaler 300microgram inhalation pdr caps with dev,735
20050200160,Buchanan Lite laryngectomy protector large beige,60
20031900039,KerraContact Ag dressing 5cm x 5cm square,457
130801000BBNWA0,Anthelios XL cream SPF 50+,316
23603456381,"Pelican Platinum ileostomy bag with filter, maxi",309
23354103828,"Confidence BE colostomy bag with filter and overlap, standard 32mm stone",174
0410030A0BGADAR,Buvidal 32mg/0.64ml prolonged-release inj pf syringes,518
1306020J0BBABAB,Roaccutane 20mg capsules,2746
23305951125,Suportx female ostomy girdle bespoke white,372
22501005019,Conveen Security+ non-sterile leg bag 750ml tube 30cm,198
22704887003,Belly bag with sample port,726
23301023254,Comfizz Level II double layer support boxers large/extra large black,32
23940709720,Nova 2 High Output two piece ostomy system ileostomy bag with filter opaque 55mm,1336
0403010F0AAAQAQ,Clomipramine 50mg/5ml oral suspension,98
21010900882,InsuJet 10ml vial adaptor pack 5 pieces,133
23351003823,"SenSura colostomy bag with dual filter and split film, maxi soft cover 35mm",242
21290000106,VACOcast diabetic orthosis large,78
090401000BBLIA0,FlavourPac oral powder 4g sachets orange,133
21270000460,Haddenham Veni class 2 (23-32mmHg) thigh length closed toe with grip top,147
0206020Z0BBAAAA,Exforge 5mg/80mg tablets,639
20050400128,Optigard protective dressing wipes,100
23960109755,Moderma Flex convex urostomy bag midi 15-25mm transparent,180
0402010J0AAA7A7,Haloperidol 1mg/5ml oral liquid,43
21270002205,Eurostar custom fit class 2 (23-32mmHg) capri pants,105
0905022S0AAAEAE,Sevelamer 800mg oral powder sachets sugar free,298
0407010N0AAAGAG,Co-dydramol 10mg/500mg/5ml oral suspension,115
23600706414,NovaLife 1 convex ileostomy bag mini opaque 10-24mm,69
23354103762,"Confidence Supersoft convex colostomy bag with filter, standard 13-52mm",106
23940709683,Nova 2 two piece ostomy system soft convex 43mm flange 25mm,61
23852408503,Ostomy foam pad 76mm diameter 38mm,153
23600456185,Softima High Flow ileostomy bag with filter transparent,331
22052400501,Euro sterile catheter valve,280
0904010X0BEAAAA,PK Foods low protein white bread sliced,65
23604806279,Esteem+ soft convex ileostomy bag 10mm-28mm,174
20030900275,Atrauman Silicone dressing 20cm x 30cm,423
1108020K0AAAAAA,Fluorescein 1% eye drops 0.5ml unit dose preservative free,348
0212000AIAAAAAA,Alirocumab 75mg/1ml inj pre-filled disposable devices,112
0408010ANAAADAD,Cenobamate 200mg tablets,59
0103010T0AAAIAI,Ranitidine 150mg effervescent tablets,56
23600106248,"Moderma Flex ileostomy bag with filter, FlexWear skin barrier & Lock'n'Roll closure, maxi 30mm beige",55
20030100645,365 Non Woven Island dressing 10cm x 15cm,125
1001010C0BBACAA,Voltarol 75mg/3ml solution for injection ampoules,293
0603020G0BEAABX,Dexsol 2mg/5ml oral solution,70
20030900225,Cuticell Contact dressing 5cm x 7.5cm,567
0603020I0BBAAAA,Calcort 6mg tablets,144
040702040BHADAC,Mabron 100mg modified-release tablets (Teva),115
20100000617,Zinc oxide adhesive tape BP 1988 5cm,170
0702020Z0BBAAAA,Fluomizin 10mg vaginal tablets,157
0601023AIAAACAC,Lixisenatide 10microg/0.2ml and 20microg/0.2ml inj,110
0801050P0AAAEAE,Hydroxycarbamide 500mg/5ml oral solution sugar free,501
0901030J0BBAEAE,Aranesp 20micrograms/0.5ml inj pre-filled syringes,213
1001022G0AAAEAE,Hydrocortisone acetate 25mg/1ml inj ampoules,49
20031700223,Exufiber dressing 15cm x 15cm square,938
1302020D0AAAGAG,Zinc oxide 12.5% / Dimeticone 1.04% spray,42
20050600142,"Provox Life LaryTube 36mm length (fenestrated with ring) 12mm inner, 15mm outer",41
1001010J0BCAEAN,Brufen 600mg effervescent granules sachets,92
20030800126,Cutimed Cavity dressing 5cm x 6cm,48
0407020Q0AAFYFY,Morphine 0.2% in Intrasite gel,54
23303373085,HiLINE medium support belt small-XX large,132
23305951058,Vanilla Blush female support pantie girdle large black,62
23353353666,"Option soft convex colostomy bag with filter, plus 25mm plateau 20-24mm",53
090401000BBWLCD,Mevalia PKU Motion 10 liquid (2 flavours),41
0902021S0AAA2A2,Sodium chloride 0.9% infusion 250ml bags,26
20020200474,Easifix bandage 15cm x 4m,118
20040200100,Absorbent cotton gauze type 13 light BP 1988 sterile 90cm,215
23350103736,"Moderma Flex convex colostomy bag with filter, maxi 25mm beige",75
130201000BBIUA0,Allergenics emollient cream,99
23301023287,Comfizz Level I support boxers with cup medium/large white,24
20033000032,ConvaMax Superabsorber dressing (non-adhesive) 7.5cm x 7.5cm square,37
20030100660,365 Non Adherent dressing 20cm x 10cm,80
0906024N0AABNBN,Pyridoxine 50mg/5ml oral liquid,60
21270000489,Haddenham Veni class 2 (23-32mmHg) tights open toe,24
0203020D0BBABAB,Cordarone X 200 tablets,27
0410030A0AAAQAQ,Buprenorphine 24mg/0.48ml prolonged-release inj pfs,50
23944809677,"ConSecura Low Profile two piece ostomy system urostomy bag with Accuseal tap, standard 45mm clear",106
23940709657,Nova 2 two piece ostomy system convex 36mm flange 20mm,78
0301011V0BBAAAH,Bricanyl 5mg tablets,92
23603356297,"Option soft convex ileostomy bag with filter and soft touch closure, midi 45mm plateau 25mm",33
23963359625,Option Bi-Form urostomy bag 13-45mm opaque,59
23600106208,"Moderma Flex ileostomy bag with filter and Lock 'n' Roll closure, maxi 30mm",56
090401030BKAAAK,Tritamyl gluten free white bread mix,48
23603456128,"Pelican Select Afresh ileostomy bag with filter, standard 35mm opaque",26
040801060AABTBT,Clobazam 10mg tablets,305640
0702010F0AAAAAA,Estriol 0.1% cream,401117
0601022B0BMAAAV,Sukkarto SR 1000mg tablets,1662208
0402010ABAAAKAK,Quetiapine 300mg tablets,358855
0803041S0AAABAB,Tamoxifen 20mg tablets,581669
1108010B0BBAAAB,Viscotears 2mg/g liquid gel,551784
090607000BBEGA1,Forceval capsules,377959
0407020Q0BBAKCG,MST Continus 5mg tablets,94931
0410030A0BBABAD,Subutex 2mg sublingual tablets,25344
0601023B0AAABAB,Pioglitazone 30mg tablets,241707
0107020P0BCAAAC,Scheriproct ointment,229408
23152081500,GB Soft Skin No Sting medical adhesive remover aerosol,22547
21020001033,Prosys all silicone catheter male 12Ch-18Ch,26859
1202030S0BBAAAA,Naseptin nasal cream,246686
21300000706,Evolve Carbomer 980 0.2% eye gel preservative free,29500
0212000B0AAAPAP,Atorvastatin 60mg tablets,23586
0209000Y0AAABAB,Prasugrel 10mg tablets,95460
0212000B0BBABAB,Lipitor 20mg tablets,34747
20120000100,Gauze swab type 13 light BP 1988 8ply non-sterile 10cm x 10cm,72235
1404000H0AAAMAM,"Adjuvanted trivalent flu vacc (SA, inact) inj 0.5ml pfs",348783
21010900751,Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge,21709
0309010C0AAADAD,Codeine 15mg/5ml linctus sugar free,63669
0601023Y0BCACAE,Bydureon BCise 2mg/0.85ml prolonged-release inj pf pens,21760
0407020Q0BNAAAK,Morphgesic SR 10mg tablets,23714
1104020B0BCAAAC,Otrivine Antistin 0.5%/0.05% eye drops,7099
1202020L0BCAACC,Saline 0.9% neb liq 2.5ml Steri-Neb unit dose ampoules,10342
0503021C0AAAGAG,Aciclovir 200mg dispersible tablets,34157
0604011L0BKADBD,Femoston-conti 1mg/5mg tablets,113943
0206010F0BCABBI,Deponit 10 transdermal patches,1016
090402000BBBZA0,PaediaSure liquid vanilla,4781
20031700003,Promogran Prisma dressing 28 square cm,1172
0403010B0AAAFAF,Amitriptyline 50mg/5ml oral solution sugar free,9005
0501013B0AAAVAV,Amoxicillin 500mg/5ml oral suspension sugar free,12322
0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,9460
21240000110,Sodium chloride 0.9% nasal drops (RX Farma),12565
0802010N0BBAAAA,Myfortic 180mg gastro-resistant tablets,910
20030900471,ActivHeal Silicone Foam Border Lite dressing 10cm x 20cm,26
0301011E0AAAAAA,Formoterol 12microgram inhalation pdr caps with device,3134
0205052AEBBACAC,Entresto 24mg/26mg tablets,57881
0407020A0BVABAE,Yemex 25micrograms/hour transdermal patches,712
21012500108,MolluDab 5% solution,2804
0407020Q0AAEBEB,Morphine 100mg modified-release capsules,3113
21270000875,Sigvaris Essential Thermoregulating class 2 (23-32mmHg) below knee closed toe,936
20031500074,Independence Extra Sticky wound drainage bag,3807
20030900016,Mepitel dressing 12cm x 15cm,2450
22801008000,Conveen velcro bands,862
1201030H0BBAAAA,Cerumol ear drops,157
0208010D0BBAGAG,Clexane Forte 150mg/1ml inj pre-filled syringes,3644
20031700125,Durafiber dressing 5cm x 5cm square,1260
21160000020,Stericlens sodium chloride 0.9% irrigation solution aerosol spray,5276
23601006344,"SenSura Soft Seal convex ileo bag with dual filter and Hide-Away outlet, maxi soft cover 15-43mm",695
1003020N0BDAAAK,Balmosa cream,5340
20030900249,kliniderm Foam Silicone Border dressing 15cm x 20cm,1620
20090000881,Comfifast Easywrap stockinette leggings 5-8 years,912
0703010P0BBABAE,Logynon ED tablets,2738
21200000048,Activa Leg Ulcer Hosiery Kit (10mmHg) open toe compression liner pack extra large,1605
21270002487,Haddenham Veni MTO class 2 (23-32mmHg) below knee closed toe,121
23351003750,"Assura Inspire colostomy bag with filter, mini soft cover 20-65mm",363
1002020S0AAADAD,Methocarbamol 1500mg tablets,1501
23604806282,"Esteem+ ileostomy bag with filter, window and InvisiClose outlet, standard Starter hole 20mm-70mm",244
090402000BBUGA0,Fresubin Powder Extra oral powder 62g sachets chocolate,1141
23604106517,"Confidence BE ileostomy bag with filter and overlap, standard 25mm black",295
21060200110,Elastic band truss inguinal single left/right,716
23605606264,"Welland FreeStyle Vie ileostomy bag with Dual Carb filter, large 29mm",191
23600106221,"Moderma Flex convex ileostomy bag with filter and Lock 'n' Roll closure, maxi 15-51mm beige",191
21010900810,Mylife Penfine Classic hypod ins needles for pre-filled /reusable pen injectors screw on 8mm/31gauge,3250
23604806263,Esteem+ Flex convex ileostomy bag 20-35mm,532
0403040W0BVAAAD,Depefex XL 75mg capsules,2598
22500955016,Prosys sterile leg bag with non-flocked back and slide tap 500ml short,502
22500955015,Prosys sterile leg bag with non-flocked back and lever tap 500ml long,1293
20020201130,UrgoKTwo Reduced latex free multi-layer compression bandage kit (10cm) 25cm-32cm ankle circumference,1338
21280000160,Navina Consumable Set cone,312
0908010AJAAABAB,Zinc acetate 50mg capsules,218
21010900919,GlucoRx CarePoint hypod insulin needles for pre-filled /reusable pen injectors screw on 10mm/29gauge,195
21010900617,Mylife Clickfine hypod insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge,231
23601006242,"Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi opaque 30mm",168
0502010C0BBAAAA,Sporanox 100mg capsules,484
0403040W0AAAQAQ,Venlafaxine 75mg/5ml oral solution,417
23301023253,Comfizz Level II double layer support boxers medium/large black,57
23355603851,Welland Aura colostomy bag midi 38mm beige,191
0410020D0AAAAAA,Nicotine bitartrate 2mg lozenges sugar free,254
23965609638,Welland FreeStyle Vie convex urostomy bag medium plateau 13-35mm clear,362
0304010H0BBAAAB,Tavegil 1mg tablets,39
1106000T0AAAAAA,Levobunolol 0.5% eye drops,54
0402010A0BBACAE,Solian 400 tablets,34
23944810059,"Natura+ two piece ostomy system ileostomy bag + filter, window and InvisiClose outlet, standard 70mm",103
090602800BBJQAG,BiotEss 5mg tablets,114
23354803635,Esteem+ colostomy bag standard 40-50mm clear,88
1501041T0AAAVAV,Midazolam 5mg/ml oral solution sugar free,152
0905021L0AAASAS,Sodium dihydrogen phosphate dihydrate 780mg/5ml soln,111
23604106085,Light White adhesive ileostomy bag large 32mm,98
23301023107,Comfizz Level I female support vest extra large/XX large black,42
20090000886,Comfifast Easywrap stockinette socks up to 8 years,284
23963459659,"Pelican Platinum convex urostomy bag with bung, maxi",39
0503021E0BBABAB,Famvir 125mg tablets,52
21270000457,Haddenham Veni class 2 (23-32mmHg) below knee open toe extra wide,67
21270000136,Jobst Elvarex custom fit class 2 forte (23-32mmHg) armsleeve wrist to axilla,89
21270000871,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) thigh length open toe with waist attachment,40
23940709605,Nova 2 two piece ostomy system flange 15-28mm,65
0601060D0ERAAA0,Microdot Max testing strips,784
20200000244,Skinnies Silk socks child 6 months-8 years,85
0407041AABBAAAA,Relpax 20mg tablets,82
1311070S0BDAAAA,BioBag 400 10cm x 10cm dressing kit,55
23850108512,Adapt oval convex barrier ring 38mm x 56mm,152
21270001441,Juzo Expert Strong custom fit class 2 (23-32mmHg) armsleeve,49
040201030BBACAC,Risperdal 3mg tablets,103
22902199003,Afex Active male urinal system with extra large briefs,37
21270001891,Mediven Mondi MTM class 2 (23-32mmHg) tights open toe,85
0105040A0BBABAA,Nalcrom 100mg capsules (Imported(Canada)),30
20031700264,Mextra Superabsorbent dressing 17.5cm x 22.5cm rectangular,338
23963459643,"Pelican Platinum Contour convex urostomy bag with tap, standard 15-60mm clear",45
21020001443,Urinary all silicone foley catheter + guidewire hole & glycerine filled syringe standard 12Ch-14Ch,54
23305951095,Vanilla Blush Level 2/3 female support vest XXXXX large black,29
0409010H0BGAAAK,Raponer XL 2mg tablets,176
23301023238,Comfizz Level I shallow waistband with silicone grip medium/large white,58
20090000860,Comfifast Easywrap stockinette clava 6 months-5 years,115
20050600149,"Provox Life LaryTube 27mm length (standard) 10.5mm inner, 13.5mm outer",46
20030900089,Advazorb Border dressing 12.5cm x 12.5cm,86
23600706192,InVent Convex ileostomy bag with filter 30mm,40
21020001386,WyCath uncoated catheter female soft tip 8Ch-12Ch,72
1201010G0BCAAAC,Gentisone HC ear drops,43
0501021H0AAACAC,Ceftazidime 2g powder for solution for injection vials,52
21270000125,Jobst Elvarex custom fit class 1 (15-21mmHg) gauntlet to wrist,39
23943350020,Option Connect 2 two piece ostomy system skin wafer 15-45mm,61
20200000241,Skinnies Silk mittens up to 24 months,46
0205052N0AAALAL,Losartan 12.5mg/5ml oral suspension,26
090402000BDCHBR,SLO Milkshake+ IDDSI 4 Extremely Thick pdr 50g sach s/berry,35
22506155019,"SpiritCare sterile leg bag with T-valve and leg strap 500ml bag, long tube",26
0407020Q0AACNCN,Morphine sulfate 10mg/5ml oral solution,1450287
0704010U0AAAAAA,Tamsulosin 400microgram modified-release capsules,7879161
0103050T0AAAAAA,Rabeprazole 10mg gastro-resistant tablets,102799
0206020F0BKACAD,Cardioplen XL 2.5mg tablets,69298
0205052I0AAAAAA,Irbesartan 75mg tablets,351316
21220000126,AproDerm emollient cream,164482
0408010ADAAABAB,Zonisamide 25mg capsules,23709
1103010C0AAADAD,Chloramphenicol 1% eye ointment,372597
1001010J0AABHBH,Ibuprofen 100mg/5ml oral suspension sugar free,95032
0407020B0BHADAK,Butec 15micrograms/hour transdermal patches,144907
0206020R0BGACBE,Coracten XL 30mg capsules,135658
1310020N0AAAAAA,Miconazole 2% cream,313444
0404000M0BDAFAR,Concerta XL 54mg tablets,63424
0604011G0AABLBL,Estradiol 50micrograms/24hours transdermal patches,100980
0402010U0AAAQAQ,Sulpiride 400mg tablets,25360
0206020T0AAACAC,Verapamil 40mg tablets,106396
0407020ADBEAHAR,Longtec 30mg modified-release tablets,49122
1001010P0AAAJAJ,Naproxen 375mg gastro-resistant tablets,8960
21280000134,Qufora IrriSedo Mini System 30 irrigation set,11526
0704050B0BBABAI,Caverject 10microgram inj vials,5181
0103050P0AABCBC,Omeprazole 10mg gastro-resistant tablets,20039
21280000168,Peristeen Plus anal irrigation system regular with toilet bag,8168
21011300137,LimbO limb protector adult elbow medium to large build,4279
0703011A0BBAAAA,NuvaRing 0.12mg/0.015mg per day vaginal delivery system,14380
0109010U0AAAAAA,Ursodeoxycholic acid 150mg tablets,33405
0206010F0AABHBH,Glyceryl trinitrate 5mg/24hours transdermal patches,15243
0410020B0AAAUAU,Nicotine 15mg/16hours transdermal patches,22456
0309010X0AAACAC,Pholcodine 10mg/5ml linctus strong,3598
21270000735,Juxta-Fit lower legging 28cm,677
0102000X0AAAAAA,Ispaghula husk 3.5g / Mebeverine 135mg efferv gran sach SF,24355
1106000ABBBACAC,Cosopt iMulti 20mg/ml / 5mg/ml eye drops preservative free,9713
1305030C0BBAAAA,Protopic 0.1% ointment,37445
0601040H0BDAAAE,GlucaGen Hypokit 1mg inj,48272
091101000BBUHA0,ProSource Plus liquid 30ml sachets neutral,2224
23941009671,"Assura Inspire two piece ostomy system ileo bag with filter & Hide-Away outlet, midi soft cover 50mm",75
0407020A0BQABAE,Fencino 25micrograms/hour transdermal patches,46555
090900000BBKKA0,Similac High Energy liquid,7374
21270002351,Jobst Elvarex SoftFit for lymphoedema garment lower extremities,2211
0403040Y0BDAAAA,Depalta 30mg gastro-resistant capsules,5390
0403040W0BNAEAV,Venlalic XL 300mg tablets,2868
0105010B0AAAAAA,Mesalazine 400mg gastro-resistant tablets,22269
0703010E0BRAAAF,Eloine 0.02mg/3mg tablets,12972
21270001681,Jobst FarrowWrap (30-40mmHg) strong legpiece,1467
22501005020,Conveen Security+ non-sterile leg bag 750ml tube 50cm,766
23354103891,"Confidence BE soft convex colostomy bag with filter and overlap, mini 13mm-38mm white",128
23354103803,"Confidence Natural Advance colostomy bag with filter and overlap, large 13mm",613
22401254001,Dry Aid single sided adhesive foam strip,6076
0403010L0AAACAC,Doxepin 50mg capsules,6729
21010900722,Unistik 3 Extra lancets 2mm/21gauge,2511
1309000C0AAAEAE,Coal tar 2.5% scalp lotion,1646
0906024N0AAANAN,Pyridoxine 20mg tablets,1789
21020000963,LoFric Hydro-Kit catheter female 8Ch-18Ch,1046
0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,5884
20030900408,Biatain Silicone Ag dressing 15cm x 19cm sacral,349
22502955018,Discreet sterile leg bag latex free with twist tap diagonal inlet 500ml,118
0408010ABAAAAAA,Tiagabine 5mg tablets,436
0905022T0AAACAC,Lanthanum carbonate 1g chewable tablets,3040
23944809488,Combihesive Natura two piece ostomy system combihesive flange 57mm,3055
20031600100,Aquacel Foam dressing (non-adhesive) 5cm x 5cm,2269
23965609646,Welland Aura urostomy bag maxi 13-55mm beige,700
0801030L0AAABAB,Mercaptopurine 10mg tablets,809
091000000BBRUBR,Vega Calcium plus Vitamin D tablets,274
23961009702,SenSura Mio deep convex urostomy bag maxi 10-23mm grey,441
20050200337,Provox ShowerAid,467
21380000102,Parafricta undergarment with velcro closure,164
0403030Z0BBAAAA,Cipramil 40mg/ml drops,1523
090402000BBTUA0,Fresubin YOcreme dessert raspberry,549
21300000933,Xailin Plus HA 0.2% eye drops preservative free,802
0101010Q0BDACAG,Phillips' Milk of Magnesia 415mg/5ml oral suspension,1240
23603456413,"Pelican Platinum with Vitamin E ileostomy bag with filter, standard 12-65mm clear",1265
23604106537,"Confidence BE ileostomy bag with filter and overlap, large 13-55mm white",572
0409010W0AAAIAI,Pramipexole 3.15mg modified-release tablets,2452
1108010AAAAAMAM,Ciclosporin 0.05% eye dps 0.4ml unit dose preservative free,208
20031600099,Aquacel Foam dressing (adhesive) 20cm x 16.9cm sacral,1082
20040200461,Revamil dressing 8cm x 8cm,71
23301023023,Comfizz Level I female support briefs large/extra large black,105
23353453690,"Pelican Select convex colostomy bag with filter, maxi 12-40mm opaque",41
23600706444,"NovaLife 1 convex ileostomy bag with viewing option, midi opaque 10-37mm",552
21270000929,Jobst FarrowWrap (20-30mmHg) lite thighpiece,143
20030900139,Askina DresSil dressing 5cm x 7cm,39
23300263248,Suportx Easy Peel breathable ostomy belt XX large 26cm black,102
0408010C0AAAUAU,Carbamazepine 125mg suppositories,81
1108010F0AACACA,Hypromellose 0.25% eye drops preservative free,24
23301083138,Fulcionel medium support hernia belt medium 20cm,190
22504885001,Rusch sterile leg bag with lever tap 350ml 10cm tubing lever tap,554
21270000492,Haddenham Veni class 2 (23-32mmHg) tights closed toe extra wide,101
23300263589,Suportx female low waist ostomy girdle medium white,88
0407041R0BBAAAA,Maxalt 5mg tablets,753
23944809989,"Natura+ two piece ostomy system colostomy bag with filter, standard 38mm opaque",130
23354103821,"Confidence BE colostomy bag with filter and overlap, standard 28mm black",110
23355903569,"Trio Genii with Sil2 silicone flange colostomy bag with filter, mini 15-60mm medium",24
0406000U0BBABAB,Stemetil 12.5mg/1ml solution for injection ampoules,610
21270002876,Jobst Confidence SoftFit for lymphoedema garment upper extremities,54
23940709806,NovaLife 2 two piece ostomy system ileostomy bag midi 36mm opaque,66
23351003740,"Assura Inspire Seal convex colostomy bag with filter, midi soft cover 15-33mm",56
0410020B0BBAFAN,Nicorette 500micrograms/dose nasal spray,1154
23945609527,Welland Aura 2 two piece ostomy system oval 45mm flange 13-40mm,328
21012200112,P.Grip catheter retaining strap CS.TABS,137
21180000043,Osbon ErecAid Standard tension ring,58
23300263400,Suportx Easy Peel ostomy belt with hole made to measure 20cm black,82
1501010F0AAABAB,Ketamine 500mg/10ml solution for injection vials,311
090402000BDBIAV,Aymes ActaSolve Delight Starter Pack powder,95
23605606220,"Welland FreeStyle convex ileostomy bag with Dual Carb filter, large 13mm clear",29
23600706260,Nova ileostomy bag with filter opaque 15-60mm,209
20031700041,Aquacel Ag dressing 4cm x 20cm rectangular,68
0906040G0CPAACW,Kalcipos-D 500mg/800unit tablets,62
20030900466,ActivHeal Silicone Foam Border Lite dressing 5cm x 5cm,74
0408010W0AABPBP,Sodium valproate 300mg/3ml solution for injection ampoules,141
0904010Z0BKAAAA,PK Foods low protein crispbread,56
0204000R0BDAEAB,Bedranol SR 160mg capsules (Almus),148
1203010F0BBAAAA,Strefen Honey and Lemon 8.75mg lozenges,111
22303953010,Pop-On silicone sheath 25mm,123
22302403016,Incontinence sheath medium,35
23600456171,Softima Roll'Up ileostomy bag with filter beige 25mm,26
21010900872,Droplet lancets 0.36mm/28gauge,91
23300263882,Suportx ostomy belt made to measure 20cm black,32
23350703809,NovaLife 1 soft convex colostomy bag maxi opaque 40mm,42
21270001093,Haddenham Star Cotton class 2 (23-32mmHg) thigh length open toe with grip top extra wide,29
20030100085,Solvaline N dressing 5cm x 5cm,61
20030600416,Biatain-Ibu Soft-Hold dressing 15cm x 15cm square,58
23963359673,Option soft convex urostomy bag 25mm plateau 15-24mm,31
20030200213,Melgisorb Plus dressing 5cm x 5cm,118
20090000970,CliniFast stockinette vest short sleeve small adult,34
0902011U0BQAAAH,Aad K 600mg (8mmol) Slow Release tablets,28
040201060AABHBH,Olanzapine 7.5mg orodispersible tablets sugar free,38
0902011U0AAARAR,Potassium chloride 375mg/5ml oral solution,38
23940459645,Softima Key two piece ostomy system convex baseplate 60/30mm,34
0408010AEAAAAAA,Pregabalin 25mg capsules,910815
0703021Q0AAAAAA,Desogestrel 75microgram tablets,2303466
0703021Q0BDAAAA,Cerelle 75microgram tablets,464624
0103010H0AAAAAA,Famotidine 20mg tablets,903574
0103050E0AAAFAF,Esomeprazole 20mg gastro-resistant capsules,600096
0404000M0BGAHAY,Medikinet XL 5mg capsules,24699
0601021M0AAAMAM,Gliclazide 30mg modified-release tablets,480172
0501012G0AAAFAF,Flucloxacillin 125mg/5ml oral solution,182998
0606020A0BCAAAH,Binosto 70mg effervescent tablets,8326
1308010Y0BBAAAA,Efudix 5% cream,90356
21300000169,Xailin Hydrate 0.3% eye drops,4537
0103010D0AAABAB,Cimetidine 400mg tablets,49281
21220000128,Hydromol Bath & Shower emollient,86825
0407020B0BKACAK,Reletrans 15micrograms/hour transdermal patches,22722
1304000H0AACACA,"Clobet 0.05%/Oxytetracycline 3% /Nystatin 100,000units/g crm",52325
0208020Z0BBABAB,Eliquis 5mg tablets,8306
0109010U0AABLBL,Ursodeoxycholic acid 250mg tablets,27560
0407020Q0AACECE,Morphine 20mg tablets,12704
0208010D0AAACAC,Enoxaparin sodium 60mg/0.6ml inj pre-filled syringes,6162
040702040AAAJAJ,Tramadol 200mg modified-release capsules,34838
1201010G0AAACAC,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops,25288
0402010J0AAAIAI,Haloperidol 500microgram tablets,60234
0105010B0AAAKAK,Mesalazine 1g/application foam enema,12879
0703010F0BJAAAE,Femodene tablets,27555
0408010N0AAAJAJ,Phenobarbital 30mg tablets,99761
1103010H0AAAAAA,Fusidic acid 1% modified-release eye drops,88223
0404000M0AAAKAK,Methylphenidate 20mg tablets,25183
040801060AACSCS,Clobazam 10mg/5ml oral suspension sugar free,17083
0802010M0AAAJAJ,Mycophenolate mofetil 1g/5ml oral suspension sugar free,2793
23944809487,Combihesive Natura two piece ostomy system combihesive flange 45mm,7684
21012200135,SpeediBag Compact catheter disposable collection bag,4216
0408010C0BBADAP,Tegretol 100mg/5ml liquid,46133
040801050AACGCG,Topiramate 50mg/5ml oral suspension sugar free,3769
130801000BBPTA0,Sunsense sensitive cream SPF 50+,2036
0407041T0BBACAC,Imigran 100mg tablets,6588
0906060Q0AAAEAE,Phytomenadione 1mg capsules,1204
23806508007,Elisse Sting Free skin barrier spray,10058
1304000D0BBAEBC,Diprosone 0.05% lotion,815
0501030I0AAAAAA,Doxycycline 50mg capsules,48599
23603456049,Pelican Select convex ileostomy bag paediatric,113
20030100215,Mepore Film dressing 6cm x 7cm,3333
0704020N0BFABAI,Neditol XL 2mg capsules,19107
21012500102,Arjun ear drops,9237
1304000W0BBADBB,Locoid 0.1% scalp lotion,1771
0411000F0AAAFAF,Galantamine 16mg modified-release capsules,18963
23940109783,Conform 2 two piece ostomy system CeraPlus convex skin barrier with adhesive border 13-38mm,1674
22306153006,Ugo self adhesive sheath pop on 25mm,84
0106040R0BDAAAF,Micolette Micro-enema 5ml,3108
20030800023,Aquacel Ag+ Ribbon dressing 1cm x 45cm,3592
